x,y
36.0,48.0
41.333333333333336,54.666666666666664
37.5,65.0
17.0,62.0
41.4,53.8
29.0,64.0
36.857142857142854,48.285714285714285
15.0,79.0
40.0,53.5
33.333333333333336,51.0
38.5,46.5
40.5,50.0
41.0,59.5
32.0,57.0
40.333333333333336,54.0
37.0,61.0
36.0,52.0
39.5,47.5
33.0,53.0
33.5,46.5
39.5,59.0
37.5,46.5
37.5,50.5
33.5,53.5
40.0,45.0
39.25,50.75
9.0,49.0
32.0,51.0
41.0,49.0
32.5,52.25
37.0,69.0
31.0,53.5
30.5,61.5
32.0,49.5
30.0,58.0
42.5,55.5
39.333333333333336,47.0
33.0,53.0
40.5,48.5
43.0,57.0
40.0,61.5
31.0,56.0
33.5,49.5
9.0,49.0
41.5,54.0
35.333333333333336,49.0
40.5,53.0
36.333333333333336,50.0
31.0,61.0
33.5,50.0
41.0,55.5
42.0,89.0
37.5,47.5
36.0,74.0
36.5,47.0
30.333333333333332,57.0
41.0,60.0
41.5,49.5
32.5,48.25
39.5,57.5
37.5,48.5
30.0,58.0
40.5,58.5
39.333333333333336,51.0
15.0,47.0
40.333333333333336,54.666666666666664
36.0,48.0
31.0,54.0
36.5,48.0
40.5,54.0
31.0,49.0
40.5,60.0
33.0,49.0
36.0,63.0
38.5,49.5
42.5,57.0
31.0,53.0
37.666666666666664,49.0
39.0,62.0
33.0,50.0
36.0,70.0
40.5,54.5
34.75,48.75
30.0,89.0
39.0,50.5
54.0,52.0
35.0,49.666666666666664
39.5,61.5
112.0,63.0
42.666666666666664,53.666666666666664
37.0,71.0
30.5,57.5
15.0,47.0
37.5,45.0
26.0,72.0
37.833333333333336,50.833333333333336
31.666666666666668,49.333333333333336
42.0,55.0
35.0,48.0
30.5,54.5
40.0,60.0
31.5,51.0
40.0,55.0
38.666666666666664,48.666666666666664
31.0,60.0
40.0,59.5
33.0,47.5
91.0,34.0
36.666666666666664,47.666666666666664
42.0,54.5
35.25,47.5
27.0,71.0
33.5,50.0
36.0,64.0
30.0,62.0
39.0,48.5
40.5,56.5
112.0,63.0
40.0,47.5
28.0,65.0
38.0,50.5
32.0,82.0
30.666666666666668,54.333333333333336
39.5,48.0
34.0,50.0
30.333333333333332,54.333333333333336
39.0,53.5
30.5,59.5
38.25,46.5
35.0,52.0
38.0,62.5
33.333333333333336,48.333333333333336
5.0,80.0
42.0,54.0
39.0,61.0
38.333333333333336,50.666666666666664
36.0,46.666666666666664
42.0,73.0
37.0,47.666666666666664
30.0,52.0
40.5,52.5
30.0,62.0
40.5,53.5
31.666666666666668,50.0
39.0,46.0
37.0,65.0
32.5,48.5
26.0,73.0
30.666666666666668,52.333333333333336
35.5,48.0
32.0,50.0
30.0,59.5
39.0,57.5
36.0,50.5
30.0,49.5
40.0,52.5
30.666666666666668,50.333333333333336
38.0,48.5
34.5,50.0
40.0,54.0
34.666666666666664,50.0
40.0,58.0
33.666666666666664,47.0
30.0,63.0
40.0,48.5
37.0,71.0
40.0,46.5
37.666666666666664,62.666666666666664
37.333333333333336,48.0
30.0,55.0
39.0,57.0
35.0,49.0
39.5,58.0
32.0,50.333333333333336
30.5,51.5
44.5,89.5
39.5,52.5
52.0,76.0
38.5,49.5
30.666666666666668,50.0
37.0,63.0
34.0,47.666666666666664
39.5,61.0
36.0,71.0
38.666666666666664,52.666666666666664
36.5,70.5
25.0,71.0
33.5,50.5
29.0,58.5
30.0,67.0
32.5,49.5
39.333333333333336,53.0
34.0,49.5
29.5,65.0
38.0,46.0
37.0,64.5
30.333333333333332,51.333333333333336
29.0,59.5
40.0,56.0
36.0,71.0
35.666666666666664,48.333333333333336
40.0,56.0
30.0,48.0
29.0,56.0
35.5,46.5
41.0,55.0
31.5,50.0
36.5,49.5
30.0,58.0
34.666666666666664,49.333333333333336
40.5,61.5
36.75,48.25
29.0,63.0
40.0,53.0
31.5,51.5
40.0,86.0
34.0,46.0
67.0,45.0
34.666666666666664,47.333333333333336
47.5,47.0
29.5,54.5
109.0,47.0
40.5,52.0
37.0,71.0
40.0,56.0
37.0,62.666666666666664
30.5,50.0
36.0,45.5
29.0,57.5
40.0,58.0
30.0,50.333333333333336
40.0,57.0
32.5,48.5
35.5,63.5
37.5,51.5
32.0,48.5
40.0,91.0
40.5,55.5
39.0,46.0
34.5,47.5
39.5,58.5
29.0,60.0
37.0,53.666666666666664
39.0,60.0
38.0,47.333333333333336
29.0,61.0
38.0,47.5
29.666666666666668,51.666666666666664
41.0,91.0
37.333333333333336,49.0
40.0,53.0
28.0,64.0
37.0,46.0
37.5,49.5
39.0,60.0
38.0,51.5
36.0,64.0
39.5,53.0
34.0,49.333333333333336
37.666666666666664,48.0
29.0,53.5
38.0,46.0
40.0,54.333333333333336
30.5,47.5
29.0,56.666666666666664
39.0,53.0
33.75,48.0
39.5,57.5
29.0,61.0
37.5,48.5
41.0,55.0
29.0,55.0
31.0,46.5
38.333333333333336,52.666666666666664
31.5,50.0
39.0,59.0
38.333333333333336,51.666666666666664
32.0,47.0
38.0,52.5
37.0,45.0
38.5,58.5
29.0,63.0
29.666666666666668,53.333333333333336
35.0,47.0
33.0,50.0
27.0,68.0
38.666666666666664,51.666666666666664
33.5,46.0
36.0,65.5
38.5,59.0
60.0,47.0
37.0,45.5
31.0,50.0
37.0,55.0
36.0,67.5
38.5,48.0
28.0,68.0
37.2,49.0
34.0,46.333333333333336
38.0,46.0
31.0,48.0
75.0,50.0
34.5,46.0
28.0,48.0
28.5,53.5
38.0,51.5
60.0,47.0
29.333333333333332,49.333333333333336
25.0,74.0
39.5,53.5
29.0,53.0
30.5,48.0
7.0,46.0
36.0,49.5
73.0,121.0
36.5,47.5
37.0,51.5
28.0,57.0
31.0,52.0
35.0,48.333333333333336
39.5,52.5
32.0,50.5
37.0,54.0
35.666666666666664,48.0
29.0,52.0
30.666666666666668,48.333333333333336
29.0,58.0
38.0,55.5
28.0,48.0
28.5,63.5
37.0,60.0
32.25,47.0
39.0,51.0
28.0,53.5
35.5,45.5
28.0,53.0
38.0,55.5
28.0,59.0
40.0,89.0
33.5,46.5
39.0,56.0
29.0,61.0
39.0,46.0
28.0,56.0
38.0,51.0
29.0,50.0
33.0,115.0
34.666666666666664,47.666666666666664
28.0,52.0
31.0,47.0
28.0,53.0
37.5,46.0
28.333333333333332,51.0
34.0,45.5
30.0,54.0
37.0,51.666666666666664
35.0,46.0
36.0,49.0
32.0,45.5
34.0,48.5
25.0,72.0
37.5,50.0
27.0,66.0
33.0,46.0
28.0,57.0
37.333333333333336,60.0
34.5,46.5
30.0,51.0
36.0,69.0
28.0,54.5
35.0,71.0
26.0,67.5
28.5,54.0
35.0,70.0
31.5,51.5
38.0,58.0
31.25,49.5
33.333333333333336,52.0
38.0,52.0
29.333333333333332,49.333333333333336
36.5,61.0
90.0,91.0
38.0,53.25
35.0,65.0
30.0,50.0
45.0,50.0
35.0,49.0
36.0,65.0
28.5,50.5
40.0,58.333333333333336
30.6,47.4
39.5,53.0
34.0,62.0
32.666666666666664,48.0
35.0,70.0
27.0,49.5
36.0,48.5
30.0,51.0
36.0,51.5
35.5,46.0
32.0,62.5
30.0,52.0
34.5,48.5
29.0,54.0
38.0,58.0
37.0,52.0
29.0,48.0
38.0,61.0
29.5,47.5
40.0,53.0
36.0,48.333333333333336
35.5,60.5
35.0,68.0
28.333333333333332,49.0
36.0,65.0
31.666666666666668,48.333333333333336
36.0,67.0
40.0,52.5
28.5,51.0
35.0,67.0
28.0,58.0
38.5,51.5
28.0,60.0
27.0,52.0
35.0,51.5
36.0,47.5
34.666666666666664,50.333333333333336
39.0,54.0
35.5,46.5
38.5,55.5
29.5,46.5
39.0,59.0
31.125,50.75
75.0,60.0
31.333333333333332,47.666666666666664
25.0,75.0
37.0,60.0
30.0,45.0
28.0,51.0
38.5,55.0
27.6,54.6
40.0,92.0
27.5,48.0
35.5,62.5
29.0,48.333333333333336
37.0,59.0
30.5,45.0
39.0,52.0
36.0,47.5
44.0,90.0
36.666666666666664,51.333333333333336
28.0,60.0
31.5,47.0
38.0,51.0
29.666666666666668,49.666666666666664
32.0,44.0
38.5,56.5
32.0,45.0
36.8,50.4
26.5,51.0
33.0,46.25
35.5,52.0
33.5,50.0
29.5,54.5
37.0,57.0
28.5,47.5
29.0,52.0
35.0,50.0
35.0,67.5
27.0,53.0
36.5,50.5
28.5,50.0
15.0,25.0
35.0,68.5
20.0,127.0
28.0,54.0
37.0,52.0
28.0,48.0
35.0,48.0
36.0,60.0
32.666666666666664,48.666666666666664
37.0,56.0
29.5,50.0
39.0,51.0
27.25,51.25
35.666666666666664,53.666666666666664
34.5,48.25
27.0,59.0
27.5,47.0
39.0,57.0
30.0,47.0
37.666666666666664,52.333333333333336
35.0,60.0
31.0,49.0
14.0,115.0
36.5,48.5
27.0,57.5
27.5,52.5
32.5,51.5
38.0,87.0
32.75,49.0
27.0,50.0
33.0,45.5
35.75,62.5
33.5,48.5
26.0,53.0
35.0,66.5
37.0,50.0
29.0,46.5
35.0,71.0
36.5,59.5
32.0,51.0
25.0,73.5
27.0,56.0
37.5,53.5
27.5,56.5
25.0,79.0
34.5,50.5
29.0,46.5
35.0,67.0
27.0,54.5
33.0,49.5
27.0,53.0
28.0,48.333333333333336
38.333333333333336,55.333333333333336
44.0,67.0
27.5,67.5
31.0,91.0
25.0,75.5
33.0,91.0
28.0,48.0
33.0,44.5
31.0,51.0
27.5,64.5
35.0,44.5
37.5,54.0
35.0,74.0
32.5,47.0
33.5,74.5
35.0,67.0
29.5,50.0
39.0,52.0
28.333333333333332,49.333333333333336
67.0,49.0
33.75,46.25
27.0,49.0
35.0,50.5
35.0,62.0
30.666666666666668,46.0
26.0,67.0
31.0,49.5
43.0,67.0
35.5,49.5
35.0,67.0
35.0,51.666666666666664
26.5,51.0
39.0,74.0
32.25,50.5
35.5,58.5
35.0,46.5
30.5,47.5
43.0,67.0
30.5,50.0
36.0,58.5
35.0,45.0
28.0,50.5
72.0,124.0
36.5,51.0
31.0,46.0
30.5,49.5
36.0,52.5
31.5,46.0
10.0,124.0
32.8,48.0
36.0,59.5
30.0,49.5
27.0,61.0
29.5,50.5
68.0,49.0
29.0,46.5
34.6,49.6
28.666666666666668,49.333333333333336
68.0,49.0
29.5,46.0
36.0,57.0
27.0,50.5
36.0,73.0
29.5,46.5
25.5,50.0
36.5,55.5
29.0,48.5
37.0,53.0
27.666666666666668,57.666666666666664
35.0,72.0
30.0,46.666666666666664
34.0,62.0
30.5,47.0
28.0,52.0
29.5,47.0
38.0,51.0
29.5,45.5
27.0,59.0
79.0,48.0
29.0,50.0
35.0,61.0
27.25,50.5
29.5,46.5
26.0,57.0
34.5,50.0
35.0,72.0
27.5,46.0
26.0,56.5
34.0,47.0
29.5,49.5
35.0,52.0
27.5,46.5
34.0,69.0
33.333333333333336,47.333333333333336
28.0,65.0
30.5,48.5
26.0,55.0
27.0,48.5
35.0,60.0
31.5,44.5
25.0,50.0
34.0,47.333333333333336
27.5,50.666666666666664
26.5,58.0
28.5,48.5
36.5,50.0
29.0,44.0
28.0,53.0
36.0,57.0
28.0,46.0
35.0,59.0
35.0,52.5
27.0,52.0
34.333333333333336,50.333333333333336
31.5,45.5
36.0,51.5
26.0,55.0
31.333333333333332,47.0
34.5,60.5
26.0,60.0
27.666666666666668,49.666666666666664
26.0,64.0
32.0,47.5
28.0,46.666666666666664
35.333333333333336,51.333333333333336
28.0,47.5
31.5,50.5
27.0,49.5
34.0,61.0
29.0,44.5
26.0,68.0
36.5,52.0
26.0,48.0
35.0,51.5
27.0,45.0
26.5,59.5
34.333333333333336,64.33333333333333
25.5,51.0
26.0,49.5
35.5,53.5
26.5,51.5
36.0,59.0
27.0,47.0
36.0,50.0
34.5,58.5
49.0,82.0
29.285714285714285,48.285714285714285
37.0,50.0
35.0,59.0
25.0,76.0
33.5,48.0
33.5,73.0
36.0,51.0
29.5,46.0
26.0,47.5
30.0,47.5
25.5,61.5
27.0,48.5
35.0,73.0
25.5,53.5
30.0,49.0
35.5,52.0
34.0,62.0
36.0,53.0
32.0,49.5
34.0,66.0
25.0,50.0
33.0,46.666666666666664
34.5,58.0
24.5,49.5
33.0,46.0
27.0,45.0
35.0,60.0
27.0,50.5
26.0,48.5
35.0,73.0
30.0,48.5
27.0,54.0
33.666666666666664,50.666666666666664
33.0,68.0
34.0,50.2
26.5,49.0
34.5,49.5
25.0,85.0
29.0,45.0
26.0,58.0
30.0,50.0
25.0,56.0
25.0,69.0
34.5,59.5
28.0,46.0
25.5,51.5
35.0,73.0
30.5,45.5
33.0,67.0
27.0,47.5
25.0,74.0
26.5,61.0
25.666666666666668,47.0
33.0,47.0
26.5,52.5
34.0,49.333333333333336
40.0,88.0
34.0,51.333333333333336
34.0,59.5
34.0,51.0
25.5,55.5
27.5,49.25
26.0,58.5
26.5,51.5
27.0,62.0
33.666666666666664,49.666666666666664
33.0,60.0
27.0,50.5
27.0,67.0
29.666666666666668,47.666666666666664
24.0,52.0
34.5,51.5
17.0,50.0
27.333333333333332,47.666666666666664
5.0,60.0
30.0,46.0
32.0,63.0
27.0,47.0
25.0,65.0
30.5,48.5
33.0,60.0
16.5,50.5
34.0,51.0
27.5,47.5
26.0,50.5
35.0,56.0
28.333333333333332,46.333333333333336
34.0,58.0
33.0,48.0
26.0,52.0
25.0,62.0
32.5,47.0
42.0,88.0
26.25,47.0
25.0,56.0
108.0,71.0
24.5,54.0
25.666666666666668,49.0
25.5,59.5
16.0,51.0
31.0,49.25
25.0,64.0
27.0,50.5
35.0,64.0
28.0,46.333333333333336
34.0,59.0
31.333333333333332,45.666666666666664
36.5,60.0
34.0,50.0
24.0,47.5
25.0,59.0
33.0,50.0
35.0,74.0
24.0,50.5
31.5,50.0
55.0,51.0
27.5,50.0
33.0,63.0
27.5,48.5
33.5,49.5
35.0,57.0
25.0,46.5
73.0,55.0
34.5,52.5
27.0,45.0
34.0,53.5
55.0,51.0
25.666666666666668,48.333333333333336
33.333333333333336,55.0
100.0,34.0
33.5,53.5
24.0,54.0
26.5,47.0
24.0,55.0
26.0,49.0
25.0,59.0
33.0,48.5
30.5,47.5
26.0,64.0
35.666666666666664,53.0
25.0,47.666666666666664
24.333333333333332,53.0
30.0,46.0
32.5,51.0
26.0,51.0
28.5,47.0
35.0,55.0
25.25,49.5
33.666666666666664,54.0
24.5,53.5
27.0,47.5
33.0,52.0
26.0,46.0
30.5,50.0
25.0,60.0
26.0,46.5
25.5,59.5
32.5,60.5
24.0,54.0
34.5,50.0
24.0,74.0
25.333333333333332,59.666666666666664
28.0,49.0
34.0,51.5
24.0,72.0
24.5,52.5
60.0,53.0
24.0,51.5
49.0,83.0
24.5,52.0
33.0,54.5
24.0,56.0
24.5,49.0
33.0,67.0
27.0,48.166666666666664
32.0,62.0
24.666666666666668,50.0
31.5,50.5
27.5,46.0
26.5,48.5
28.0,44.0
29.0,51.5
25.0,51.0
33.0,48.333333333333336
25.0,71.0
34.5,52.0
22.0,49.0
34.5,52.0
25.0,64.5
24.0,73.0
31.333333333333332,49.333333333333336
24.0,47.5
31.0,47.333333333333336
33.333333333333336,64.0
33.0,60.0
27.333333333333332,48.333333333333336
33.0,61.0
31.5,47.5
34.0,54.666666666666664
24.0,51.0
28.333333333333332,46.0
34.0,63.0
25.5,45.0
33.0,63.5
24.0,48.5
48.0,84.0
27.333333333333332,50.0
25.0,59.0
25.0,45.666666666666664
35.0,53.0
33.5,66.0
30.5,48.0
30.0,44.0
23.5,51.5
31.0,73.0
27.5,49.0
35.0,54.0
22.5,50.0
32.0,51.0
25.666666666666668,50.0
38.0,91.0
24.5,52.0
35.0,77.0
33.0,65.5
31.0,73.0
26.6,48.6
38.0,60.0
32.5,55.0
24.0,59.0
34.0,52.5
22.5,53.0
27.333333333333332,45.333333333333336
33.5,58.5
31.0,49.0
24.0,57.0
24.333333333333332,48.666666666666664
25.0,61.0
23.0,48.666666666666664
27.0,61.0
31.5,52.0
33.0,68.0
27.5,49.5
25.0,50.5
25.333333333333332,46.666666666666664
31.0,51.0
28.5,47.0
32.0,61.0
30.0,49.0
34.0,56.0
24.5,47.5
23.0,51.0
32.5,51.5
25.5,46.5
32.5,58.0
24.5,52.5
26.5,45.5
22.5,54.0
25.0,44.0
31.5,48.5
24.333333333333332,46.666666666666664
32.333333333333336,54.0
26.5,48.5
24.5,47.5
33.0,58.0
32.666666666666664,52.0
24.0,65.0
23.0,52.0
29.5,46.5
33.0,56.0
21.0,49.0
27.333333333333332,46.666666666666664
22.5,52.0
33.0,56.0
22.0,48.5
34.0,74.0
25.5,53.0
28.0,47.333333333333336
24.0,52.0
24.0,68.5
24.5,60.5
24.5,47.5
25.0,70.0
22.666666666666668,48.333333333333336
24.0,69.0
23.0,55.5
24.666666666666668,49.666666666666664
24.0,75.0
22.0,49.5
32.0,52.0
28.5,49.5
23.5,53.5
25.5,62.0
79.0,9.0
25.0,49.333333333333336
25.0,59.0
32.0,48.5
23.0,50.5
31.0,52.0
25.333333333333332,48.0
33.0,56.0
22.0,49.5
29.0,46.0
24.5,46.5
32.5,48.5
23.5,52.75
33.0,51.0
22.333333333333332,55.666666666666664
31.0,48.0
24.0,64.0
30.0,51.0
30.0,59.5
26.333333333333332,47.333333333333336
31.333333333333332,53.0
26.0,45.5
24.0,60.0
24.5,44.5
21.0,53.0
31.666666666666668,49.333333333333336
25.0,64.0
29.5,48.5
0.0,47.0
22.666666666666668,49.666666666666664
34.0,54.0
24.666666666666668,50.666666666666664
32.0,48.0
24.666666666666668,50.333333333333336
0.0,47.0
24.0,55.0
28.0,47.5
23.5,47.25
33.5,57.0
57.0,111.0
32.666666666666664,53.333333333333336
23.0,55.5
33.0,49.0
24.5,46.0
23.5,51.0
30.0,49.5
25.0,58.0
32.0,52.0
27.0,50.0
23.0,50.5
33.0,51.5
22.75,49.5
32.0,48.0
26.333333333333332,48.0
32.0,62.0
24.666666666666668,48.666666666666664
25.0,67.0
28.25,48.5
33.0,64.0
21.5,54.0
22.333333333333332,47.0
107.0,74.0
24.4,48.2
23.0,57.666666666666664
32.0,66.0
21.5,53.0
31.0,49.0
23.75,47.5
24.0,64.0
22.0,48.5
41.0,91.0
21.5,49.5
32.0,57.0
25.0,62.0
27.25,51.0
27.0,63.0
25.571428571428573,50.714285714285715
40.0,91.0
22.0,47.5
32.0,63.0
27.0,46.5
25.0,65.0
24.5,50.5
29.0,49.0
21.5,48.5
30.666666666666668,52.666666666666664
31.0,63.0
30.0,50.666666666666664
20.5,53.0
24.0,46.0
18.5,50.5
27.666666666666668,48.666666666666664
32.0,54.5
24.5,70.5
21.333333333333332,50.0
27.333333333333332,50.0
23.5,51.0
34.0,51.0
26.5,46.5
32.0,60.0
21.0,51.5
26.0,67.0
29.5,50.0
21.0,55.0
27.5,46.5
21.5,53.5
30.5,50.5
32.0,58.5
31.0,49.333333333333336
70.0,46.0
28.333333333333332,48.666666666666664
31.0,62.0
22.333333333333332,49.666666666666664
40.0,86.0
32.5,59.5
22.0,53.5
33.0,69.0
32.0,54.666666666666664
20.0,50.0
31.0,60.0
23.0,48.333333333333336
23.0,59.0
25.5,46.0
26.0,66.0
27.0,50.0
26.5,47.0
31.0,52.0
34.0,75.0
22.0,49.0
28.5,48.5
24.0,75.0
24.5,62.5
22.5,52.0
35.0,75.0
28.5,48.5
21.666666666666668,50.666666666666664
23.0,74.0
20.666666666666668,50.333333333333336
22.0,57.0
21.5,48.5
23.0,58.0
24.333333333333332,48.666666666666664
23.0,57.0
28.0,48.666666666666664
7.0,81.0
23.0,51.5
22.666666666666668,47.666666666666664
22.5,51.5
31.0,61.0
27.0,49.5
35.0,75.0
23.5,60.5
22.5,49.0
32.0,55.0
24.666666666666668,50.0
7.0,17.0
21.333333333333332,52.333333333333336
30.0,49.0
20.5,50.0
20.0,53.5
22.0,45.0
37.0,48.5
28.0,49.0
22.0,47.5
32.0,68.0
21.0,56.0
23.5,50.0
31.0,58.0
25.7,48.7
20.5,54.0
29.0,51.0
20.5,52.0
31.0,52.0
20.5,48.5
29.0,49.0
21.5,47.0
31.0,55.0
23.5,61.0
32.0,57.0
28.5,50.0
21.666666666666668,48.0
30.0,53.0
25.0,46.0
20.0,49.0
25.0,48.0
21.0,51.5
21.0,56.5
31.0,62.0
26.666666666666668,49.333333333333336
21.0,51.75
35.0,74.0
30.0,49.5
18.0,51.0
30.0,53.5
20.5,48.5
23.0,59.333333333333336
20.0,52.5
26.666666666666668,50.333333333333336
21.0,55.0
31.0,63.0
21.666666666666668,47.0
30.333333333333332,52.0
74.0,51.0
27.0,49.5
23.0,61.5
21.333333333333332,51.0
9.0,89.0
22.0,49.6
33.0,71.0
20.5,53.5
22.333333333333332,49.0
24.0,60.5
35.0,74.0
20.666666666666668,48.333333333333336
24.0,62.0
24.5,51.5
23.0,61.0
26.0,49.333333333333336
31.0,60.333333333333336
21.0,50.4
29.0,49.0
21.5,58.5
29.0,51.25
9.0,89.0
22.0,50.0
30.5,60.0
23.666666666666668,50.333333333333336
31.0,53.0
23.5,48.5
31.0,54.0
18.5,50.5
32.0,60.0
23.0,61.0
20.0,49.5
31.0,53.0
25.5,47.5
29.5,52.0
23.5,48.5
35.0,47.0
20.5,52.5
32.5,59.0
31.0,65.0
25.8,51.4
19.0,49.0
31.5,55.0
25.0,47.5
50.0,56.0
28.5,50.0
18.5,50.5
30.0,55.0
23.0,72.0
22.0,50.333333333333336
30.0,51.5
21.0,52.333333333333336
26.5,49.0
20.0,46.0
20.5,51.5
20.0,47.0
26.0,49.5
21.0,53.0
26.666666666666668,49.0
20.5,47.5
30.0,50.0
25.0,48.333333333333336
5.0,60.0
18.0,49.5
25.75,48.0
30.0,59.0
19.5,53.5
19.5,50.0
30.0,59.0
25.0,50.0
20.0,49.8
23.555555555555557,50.888888888888886
28.5,53.0
3.0,80.0
21.0,50.5
30.0,63.0
19.0,47.5
30.0,55.0
19.666666666666668,50.0
30.0,51.0
21.25,51.75
29.0,61.0
23.0,49.5
7.0,62.0
27.5,50.0
19.0,52.0
21.0,48.5
30.0,62.0
20.25,48.0
20.25,50.0
35.0,89.0
18.25,50.75
24.0,70.0
21.5,60.0
68.0,56.0
23.333333333333332,49.0
22.0,60.0
20.0,51.6
21.5,47.0
21.0,58.0
21.0,50.666666666666664
23.0,71.0
29.0,52.5
22.0,59.0
19.0,51.5
21.0,59.0
19.0,51.5
23.0,69.0
25.333333333333332,49.666666666666664
20.0,55.0
29.0,50.0
19.5,52.5
23.0,75.0
18.5,53.5
28.0,61.0
22.0,65.0
19.5,56.5
18.333333333333332,50.333333333333336
27.0,53.0
19.0,49.0
27.0,52.0
19.25,52.75
23.0,50.0
20.0,50.0
29.0,49.0
18.666666666666668,50.333333333333336
66.0,74.0
22.0,62.0
20.25,49.0
28.0,51.0
20.5,50.0
29.0,51.0
19.0,52.5
22.0,64.0
23.333333333333332,47.666666666666664
16.0,52.0
26.0,51.5
20.5,56.0
20.333333333333332,48.0
30.0,63.0
17.5,52.0
23.4,50.8
19.0,56.0
19.0,48.5
24.0,63.0
20.5,49.5
28.333333333333332,49.666666666666664
19.0,50.5
27.666666666666668,50.0
21.0,55.0
29.0,57.0
19.0,53.0
27.0,52.0
18.5,49.0
30.0,57.0
18.0,51.5
29.0,57.0
19.5,51.5
30.0,54.0
18.5,54.5
29.0,62.0
18.5,50.0
36.0,73.0
19.5,47.5
29.0,52.0
18.5,48.5
20.0,59.0
19.5,49.0
21.5,46.5
29.5,60.0
36.0,73.0
19.75,52.25
26.5,51.0
18.5,49.0
26.0,52.0
19.25,52.0
27.0,49.0
18.333333333333332,51.333333333333336
28.0,51.0
22.0,73.0
21.0,48.0
20.25,50.75
30.0,59.0
23.5,47.0
30.0,62.0
28.5,51.0
20.75,47.75
27.0,50.0
18.5,50.5
19.0,55.0
30.0,55.0
22.5,68.5
25.5,47.5
29.0,55.0
20.0,48.5
29.0,60.0
19.0,50.0
30.0,66.0
22.0,47.0
7.0,84.0
23.0,48.0
29.0,91.0
20.5,50.0
29.0,53.0
19.4,48.6
17.333333333333332,54.0
17.5,50.0
41.0,91.0
22.5,59.5
18.5,53.25
11.0,83.0
27.333333333333332,51.666666666666664
19.0,51.0
24.666666666666668,50.333333333333336
18.5,55.5
17.88888888888889,50.44444444444444
29.0,59.0
27.666666666666668,50.666666666666664
17.0,50.0
27.5,51.5
18.25,54.5
26.0,53.0
20.5,57.5
28.333333333333332,51.333333333333336
21.0,61.0
18.666666666666668,48.333333333333336
20.0,59.0
17.0,50.0
23.5,52.0
23.0,76.0
20.5,49.0
17.0,47.0
19.0,52.5
43.0,88.0
29.0,51.5
18.333333333333332,52.0
26.0,51.0
19.5,49.5
29.0,55.0
17.0,51.5
20.0,57.5
22.0,49.5
16.5,51.5
22.0,62.0
27.0,51.0
18.333333333333332,51.333333333333336
29.0,57.0
18.5,50.0
21.0,65.0
21.5,50.0
28.0,56.0
16.333333333333332,50.333333333333336
24.5,51.5
16.0,51.0
22.0,52.0
30.0,66.5
18.5,52.5
27.5,53.5
19.5,49.0
19.0,120.0
17.666666666666668,53.333333333333336
26.0,87.0
29.0,53.5
23.0,52.0
16.0,51.5
19.0,58.0
40.0,74.0
18.0,52.5
26.0,87.0
16.5,52.0
27.0,52.5
17.0,49.0
18.5,56.25
29.0,55.5
17.333333333333332,48.333333333333336
28.5,54.0
20.5,49.0
18.0,51.0
29.0,61.0
23.666666666666668,50.0
29.0,63.0
19.0,52.5
53.0,44.0
16.333333333333332,52.666666666666664
29.0,59.0
19.0,49.666666666666664
19.25,57.75
22.0,74.0
27.666666666666668,56.333333333333336
19.2,49.6
27.0,54.5
27.0,50.0
17.0,50.0
27.0,52.0
33.0,73.0
24.333333333333332,57.0
18.5,50.5
25.0,51.666666666666664
16.0,48.0
17.0,53.5
15.0,72.0
16.5,54.0
25.5,50.25
29.0,60.0
24.5,51.0
18.0,47.0
26.5,49.5
22.0,72.0
17.333333333333332,54.666666666666664
30.0,67.0
21.5,50.0
30.0,67.0
17.4,51.8
25.0,50.5
18.0,53.0
24.25,50.5
14.5,53.0
23.0,50.0
28.0,56.0
18.5,55.0
22.5,67.0
27.0,51.0
18.0,50.333333333333336
23.5,50.5
23.0,75.0
24.5,51.0
18.5,51.75
19.0,59.0
20.0,51.0
15.833333333333334,52.333333333333336
21.0,51.0
40.0,91.0
18.0,54.333333333333336
28.0,81.0
19.666666666666668,49.666666666666664
28.0,51.0
15.5,55.0
28.0,58.0
18.0,52.0
21.5,62.0
15.5,50.0
21.666666666666668,51.666666666666664
22.0,73.0
19.5,50.5
34.0,76.0
21.5,62.0
26.333333333333332,51.333333333333336
15.5,51.0
31.0,68.0
18.2,53.8
29.5,66.0
30.0,62.0
15.25,54.5
17.0,50.25
31.0,68.0
24.0,51.5
15.333333333333334,54.666666666666664
27.5,53.0
23.0,51.0
17.0,51.75
27.0,52.0
28.0,60.5
17.8,55.0
23.0,52.0
15.0,51.5
27.0,53.0
16.0,53.666666666666664
28.5,57.5
22.0,72.0
15.0,52.0
16.0,56.0
18.0,51.0
28.0,58.0
16.0,55.666666666666664
18.0,50.75
25.666666666666668,53.0
16.5,51.833333333333336
22.5,76.5
26.0,53.5
17.0,49.0
17.5,53.5
19.5,62.5
19.5,49.0
16.333333333333332,55.833333333333336
15.5,49.0
26.5,51.0
16.2,52.0
22.666666666666668,51.0
16.666666666666668,59.333333333333336
23.5,51.5
16.5,53.0
21.5,50.0
15.5,53.5
16.0,59.5
20.0,52.5
13.5,54.0
24.5,51.0
17.0,54.0
14.0,49.0
16.5,56.5
15.5,51.5
30.0,66.0
18.2,52.8
14.5,53.0
43.0,87.0
17.5,49.0
26.0,49.0
16.333333333333332,52.333333333333336
21.0,66.0
18.0,50.5
15.5,51.5
30.0,44.0
