timestamp,x,y
1470000000000000.0,60,110
1470000000000000.0,86,92
1470000000000000.0,84,106
1470000000000000.0,74,109
1470000000000000.0,55,109
1470000000000000.0,73,110
1470000000000000.0,61,55
1470000000000000.0,71,101
1470000000000000.0,68,109
1470000000000000.0,70,108
1470000000000000.0,72,110
1470000000000000.0,75,99
1470000000000000.0,56,110
1470000000000000.0,55,108
1470000000000000.0,64,111
1470000000000000.0,67,118
1470000000000000.0,76,109
1470000000000000.0,71,107
1470000000000000.0,57,107
1470000000000000.0,62,112
1470000000000000.0,69,119
1470000000000000.0,55,107
1470000000000000.0,72,109
1470000000000000.0,83,107
1470000000000000.0,72,107
1470000000000000.0,71,107
1470000000000000.0,54,107
1470000000000000.0,53,108
1470000000000000.0,70,107
1470000000000000.0,56,107
1470000000000000.0,54,109
1470000000000000.0,52,107
1470000000000000.0,72,102
1470000000000000.0,86,93
1470000000000000.0,54,107
1470000000000000.0,67,102
1470000000000000.0,83,107
1470000000000000.0,69,18
1470000000000000.0,83,105
1470000000000000.0,58,109
1470000000000000.0,74,109
1470000000000000.0,56,109
1470000000000000.0,72,107
1470000000000000.0,54,107
1470000000000000.0,62,110
1470000000000000.0,72,110
1470000000000000.0,104,23
1470000000000000.0,72,100
1470000000000000.0,75,92
1470000000000000.0,55,107
1470000000000000.0,83,107
1470000000000000.0,54,108
1470000000000000.0,51,108
1470000000000000.0,61,110
1470000000000000.0,60,110
1470000000000000.0,95,106
1470000000000000.0,65,112
1470000000000000.0,71,106
1470000000000000.0,55,108
1470000000000000.0,67,109
1470000000000000.0,59,108
1470000000000000.0,59,109
1470000000000000.0,63,112
1470000000000000.0,61,110
1470000000000000.0,62,120
1470000000000000.0,60,109
1470000000000000.0,70,111
1470000000000000.0,56,106
1470000000000000.0,55,107
1470000000000000.0,60,109
1470000000000000.0,49,106
1470000000000000.0,69,108
1470000000000000.0,66,113
1470000000000000.0,63,111
1470000000000000.0,56,108
1470000000000000.0,53,107
1470000000000000.0,59,108
1470000000000000.0,80,109
1470000000000000.0,54,109
1470000000000000.0,82,107
1470000000000000.0,74,108
1470000000000000.0,54,108
1470000000000000.0,52,106
1470000000000000.0,67,112
1470000000000000.0,69,54
1470000000000000.0,78,97
1470000000000000.0,61,107
1470000000000000.0,59,108
1470000000000000.0,72,106
1470000000000000.0,80,109
1470000000000000.0,86,96
1470000000000000.0,54,107
1470000000000000.0,72,98
1470000000000000.0,52,107
1470000000000000.0,61,111
1470000000000000.0,60,109
1470000000000000.0,71,99
1470000000000000.0,59,109
1470000000000000.0,73,109
1470000000000000.0,56,55
1470000000000000.0,71,98
1470000000000000.0,54,106
1470000000000000.0,66,111
1470000000000000.0,57,108
1470000000000000.0,69,111
1470000000000000.0,71,106
1470000000000000.0,55,109
1470000000000000.0,71,99
1470000000000000.0,63,108
1470000000000000.0,55,108
1470000000000000.0,74,96
1470000000000000.0,74,107
1470000000000000.0,54,107
1470000000000000.0,79,109
1470000000000000.0,70,106
1470000000000000.0,81,96
1470000000000000.0,59,108
1470000000000000.0,68,108
1470000000000000.0,74,107
1470000000000000.0,55,109
1470000000000000.0,52,107
1470000000000000.0,55,106
1470000000000000.0,73,107
1470000000000000.0,42,107
1470000000000000.0,52,107
1470000000000000.0,61,110
1470000000000000.0,73,106
1470000000000000.0,74,99
1470000000000000.0,58,108
1470000000000000.0,81,108
1470000000000000.0,52,105
1470000000000000.0,53,106
1470000000000000.0,42,107
1470000000000000.0,80,96
1470000000000000.0,65,107
1470000000000000.0,70,101
1470000000000000.0,53,107
1470000000000000.0,72,109
1470000000000000.0,52,106
1470000000000000.0,62,110
1470000000000000.0,69,107
1470000000000000.0,55,108
1470000000000000.0,54,108
1470000000000000.0,43,75
1470000000000000.0,68,108
1470000000000000.0,71,108
1470000000000000.0,63,110
1470000000000000.0,54,106
1470000000000000.0,87,101
1470000000000000.0,55,107
1470000000000000.0,74,108
1470000000000000.0,87,101
1470000000000000.0,73,99
1470000000000000.0,60,108
1470000000000000.0,55,108
1470000000000000.0,68,108
1470000000000000.0,64,110
1470000000000000.0,72,106
1470000000000000.0,56,107
1470000000000000.0,60,110
1470000000000000.0,54,105
1470000000000000.0,57,107
1470000000000000.0,52,106
1470000000000000.0,67,99
1470000000000000.0,73,108
1470000000000000.0,72,109
1470000000000000.0,54,105
1470000000000000.0,67,108
1470000000000000.0,69,106
1470000000000000.0,53,106
1470000000000000.0,71,109
1470000000000000.0,60,109
1470000000000000.0,79,96
1470000000000000.0,53,105
1470000000000000.0,61,109
1470000000000000.0,82,105
1470000000000000.0,81,105
1470000000000000.0,58,108
1470000000000000.0,66,108
1470000000000000.0,81,105
1470000000000000.0,79,108
1470000000000000.0,51,106
1470000000000000.0,60,108
1470000000000000.0,82,105
1470000000000000.0,54,105
1470000000000000.0,75,108
1470000000000000.0,73,106
1470000000000000.0,60,110
1470000000000000.0,83,106
1470000000000000.0,51,106
1470000000000000.0,83,107
1470000000000000.0,73,108
1470000000000000.0,72,99
1470000000000000.0,52,105
1470000000000000.0,70,105
1470000000000000.0,53,106
1470000000000000.0,61,111
1470000000000000.0,56,109
1470000000000000.0,65,108
1470000000000000.0,59,108
1470000000000000.0,57,108
1470000000000000.0,71,105
1470000000000000.0,83,106
1470000000000000.0,55,107
1470000000000000.0,50,107
1470000000000000.0,58,107
1470000000000000.0,61,110
1470000000000000.0,82,107
1470000000000000.0,55,106
1470000000000000.0,68,107
1470000000000000.0,75,91
1470000000000000.0,78,97
1470000000000000.0,61,107
1470000000000000.0,71,100
1470000000000000.0,83,107
1470000000000000.0,64,112
1470000000000000.0,54,107
1470000000000000.0,68,99
1470000000000000.0,50,106
1470000000000000.0,67,106
1470000000000000.0,49,105
1470000000000000.0,54,104
1470000000000000.0,49,105
1470000000000000.0,15,106
1470000000000000.0,53,105
1470000000000000.0,50,104
1470000000000000.0,69,101
1470000000000000.0,52,106
1470000000000000.0,70,98
1470000000000000.0,69,105
1470000000000000.0,84,105
1470000000000000.0,81,108
1470000000000000.0,59,109
1470000000000000.0,68,107
1470000000000000.0,72,105
1470000000000000.0,55,105
1470000000000000.0,71,105
1470000000000000.0,56,107
1470000000000000.0,51,105
1470000000000000.0,66,109
1470000000000000.0,49,105
1470000000000000.0,56,106
1470000000000000.0,66,110
1470000000000000.0,81,108
1470000000000000.0,59,104
1470000000000000.0,76,114
1470000000000000.0,65,111
1470000000000000.0,53,104
1470000000000000.0,50,105
1470000000000000.0,58,107
1470000000000000.0,67,107
1470000000000000.0,54,106
1470000000000000.0,17,106
1470000000000000.0,68,111
1470000000000000.0,81,107
1470000000000000.0,52,105
1470000000000000.0,72,108
1470000000000000.0,53,104
1470000000000000.0,83,106
1470000000000000.0,58,106
1470000000000000.0,69,100
1470000000000000.0,17,106
1470000000000000.0,73,107
1470000000000000.0,70,105
1470000000000000.0,53,105
1470000000000000.0,60,108
1470000000000000.0,85,100
1470000000000000.0,18,105
1470000000000000.0,69,105
1470000000000000.0,59,107
1470000000000000.0,81,107
1470000000000000.0,57,106
1470000000000000.0,56,107
1470000000000000.0,69,98
1470000000000000.0,64,107
1470000000000000.0,85,100
1470000000000000.0,54,104
1470000000000000.0,72,108
1470000000000000.0,58,108
1470000000000000.0,81,96
1470000000000000.0,54,105
1470000000000000.0,55,107
1470000000000000.0,53,106
1470000000000000.0,65,107
1470000000000000.0,73,95
1470000000000000.0,49,105
1470000000000000.0,63,109
1470000000000000.0,65,107
1470000000000000.0,52,104
1470000000000000.0,55,106
1470000000000000.0,61,108
1470000000000000.0,71,108
1470000000000000.0,69,105
1470000000000000.0,73,107
1470000000000000.0,54,107
1470000000000000.0,62,109
1470000000000000.0,53,104
1470000000000000.0,52,105
1470000000000000.0,59,108
1470000000000000.0,62,112
1470000000000000.0,70,52
1470000000000000.0,69,105
1470000000000000.0,55,105
1470000000000000.0,69,52
1470000000000000.0,51,104
1470000000000000.0,70,57
1470000000000000.0,52,104
1470000000000000.0,58,107
1470000000000000.0,48,104
1470000000000000.0,80,108
1470000000000000.0,82,107
1470000000000000.0,50,104
1470000000000000.0,58,103
1470000000000000.0,85,87
1470000000000000.0,69,58
1470000000000000.0,71,99
1470000000000000.0,53,103
1470000000000000.0,81,108
1470000000000000.0,73,107
1470000000000000.0,68,106
1470000000000000.0,56,105
1470000000000000.0,64,105
1470000000000000.0,72,108
1470000000000000.0,70,104
1470000000000000.0,74,106
1470000000000000.0,60,109
1470000000000000.0,72,96
1470000000000000.0,74,107
1470000000000000.0,65,107
1470000000000000.0,53,105
1470000000000000.0,69,105
1470000000000000.0,54,105
1470000000000000.0,57,106
1470000000000000.0,67,107
1470000000000000.0,52,105
1470000000000000.0,69,100
1470000000000000.0,69,105
1470000000000000.0,111,18
1470000000000000.0,76,100
1470000000000000.0,56,106
1470000000000000.0,55,105
1470000000000000.0,52,103
1470000000000000.0,52,104
1470000000000000.0,57,106
1470000000000000.0,51,102
1470000000000000.0,75,93
1470000000000000.0,59,107
1470000000000000.0,59,109
1470000000000000.0,69,104
1470000000000000.0,66,107
1470000000000000.0,71,108
1470000000000000.0,71,97
1470000000000000.0,76,92
1470000000000000.0,49,104
1470000000000000.0,60,107
1470000000000000.0,53,103
1470000000000000.0,51,104
1470000000000000.0,50,105
1470000000000000.0,67,106
1470000000000000.0,15,106
1470000000000000.0,53,104
1470000000000000.0,15,106
1470000000000000.0,49,104
1470000000000000.0,54,104
1470000000000000.0,71,104
1470000000000000.0,80,108
1470000000000000.0,72,98
1470000000000000.0,74,98
1470000000000000.0,57,105
1470000000000000.0,14,106
1470000000000000.0,64,108
1470000000000000.0,15,105
1470000000000000.0,52,103
1470000000000000.0,36,98
1470000000000000.0,85,99
1470000000000000.0,57,60
1470000000000000.0,50,104
1470000000000000.0,63,106
1470000000000000.0,50,103
1470000000000000.0,49,102
1470000000000000.0,73,109
1470000000000000.0,69,104
1470000000000000.0,55,104
1470000000000000.0,79,97
1470000000000000.0,49,104
1470000000000000.0,72,107
1470000000000000.0,69,104
1470000000000000.0,9,109
1470000000000000.0,15,105
1470000000000000.0,69,109
1470000000000000.0,50,104
1470000000000000.0,73,106
1470000000000000.0,64,107
1470000000000000.0,76,108
1470000000000000.0,67,106
1470000000000000.0,52,103
1470000000000000.0,73,105
1470000000000000.0,57,106
1470000000000000.0,62,106
1470000000000000.0,56,106
1470000000000000.0,49,103
1470000000000000.0,65,103
1470000000000000.0,68,109
1470000000000000.0,68,105
1470000000000000.0,15,105
1470000000000000.0,73,105
1470000000000000.0,66,106
1470000000000000.0,9,109
1470000000000000.0,56,105
1470000000000000.0,49,104
1470000000000000.0,54,107
1470000000000000.0,76,108
1470000000000000.0,61,107
1470000000000000.0,59,106
1470000000000000.0,65,109
1470000000000000.0,78,96
1470000000000000.0,51,105
1470000000000000.0,50,106
1470000000000000.0,64,107
1470000000000000.0,57,106
1470000000000000.0,70,104
1470000000000000.0,15,105
1470000000000000.0,68,105
1470000000000000.0,110,101
1470000000000000.0,72,107
1470000000000000.0,81,107
1470000000000000.0,64,107
1470000000000000.0,5,14
1470000000000000.0,70,104
1470000000000000.0,52,104
1470000000000000.0,58,106
1470000000000000.0,55,104
1470000000000000.0,50,106
1470000000000000.0,53,104
1470000000000000.0,82,108
1470000000000000.0,79,106
1470000000000000.0,81,107
1470000000000000.0,63,107
1470000000000000.0,54,104
1470000000000000.0,85,98
1470000000000000.0,71,104
1470000000000000.0,76,108
1470000000000000.0,50,106
1470000000000000.0,79,106
1470000000000000.0,58,108
1470000000000000.0,69,104
1470000000000000.0,68,105
1470000000000000.0,56,106
1470000000000000.0,82,108
1470000000000000.0,17,106
1470000000000000.0,68,108
1470000000000000.0,55,106
1470000000000000.0,54,104
1470000000000000.0,53,104
1470000000000000.0,70,104
1470000000000000.0,51,104
1470000000000000.0,67,108
1470000000000000.0,57,106
1470000000000000.0,59,108
1470000000000000.0,17,105
1470000000000000.0,69,104
1470000000000000.0,49,104
1470000000000000.0,56,104
1470000000000000.0,71,106
1470000000000000.0,68,105
1470000000000000.0,78,108
1470000000000000.0,57,104
1470000000000000.0,81,107
1470000000000000.0,73,105
1470000000000000.0,53,105
1470000000000000.0,48,103
1470000000000000.0,71,107
1470000000000000.0,72,105
1470000000000000.0,59,107
1470000000000000.0,53,103
1470000000000000.0,17,106
1470000000000000.0,57,106
1470000000000000.0,68,104
1470000000000000.0,54,106
1470000000000000.0,73,105
1470000000000000.0,65,106
1470000000000000.0,46,101
1470000000000000.0,72,104
1470000000000000.0,82,106
1470000000000000.0,71,106
1470000000000000.0,70,104
1470000000000000.0,57,105
1470000000000000.0,72,105
1470000000000000.0,54,104
1470000000000000.0,17,106
1470000000000000.0,69,103
1470000000000000.0,73,106
1470000000000000.0,63,60
1470000000000000.0,54,103
1470000000000000.0,79,95
1470000000000000.0,66,106
1470000000000000.0,64,60
1470000000000000.0,52,103
1470000000000000.0,60,106
1470000000000000.0,73,114
1470000000000000.0,80,107
1470000000000000.0,71,107
1470000000000000.0,63,106
1470000000000000.0,72,106
1470000000000000.0,112,49
1470000000000000.0,56,107
1470000000000000.0,62,107
1470000000000000.0,67,105
1470000000000000.0,46,101
1470000000000000.0,70,105
1470000000000000.0,17,106
1470000000000000.0,64,106
1470000000000000.0,74,113
1470000000000000.0,49,102
1470000000000000.0,70,103
1470000000000000.0,62,107
1470000000000000.0,55,103
1470000000000000.0,58,106
1470000000000000.0,48,101
1470000000000000.0,83,106
1470000000000000.0,56,104
1470000000000000.0,48,104
1470000000000000.0,58,107
1470000000000000.0,49,103
1470000000000000.0,72,106
1470000000000000.0,58,105
1470000000000000.0,68,103
1470000000000000.0,58,106
1470000000000000.0,69,103
1470000000000000.0,84,105
1470000000000000.0,50,102
1470000000000000.0,83,106
1470000000000000.0,66,99
1470000000000000.0,62,107
1470000000000000.0,74,106
1470000000000000.0,53,105
1470000000000000.0,78,95
1470000000000000.0,68,99
1470000000000000.0,84,105
1470000000000000.0,49,103
1470000000000000.0,48,103
1470000000000000.0,70,106
1470000000000000.0,47,100
1470000000000000.0,62,107
1470000000000000.0,17,105
1470000000000000.0,86,108
1470000000000000.0,56,103
1470000000000000.0,69,103
1470000000000000.0,63,107
1470000000000000.0,46,100
1470000000000000.0,76,126
1470000000000000.0,70,106
1470000000000000.0,86,108
1470000000000000.0,52,104
1470000000000000.0,57,106
1470000000000000.0,17,106
1470000000000000.0,52,103
1470000000000000.0,59,105
1470000000000000.0,51,103
1470000000000000.0,54,103
1470000000000000.0,17,105
1470000000000000.0,57,103
1470000000000000.0,83,104
1470000000000000.0,83,106
1470000000000000.0,63,110
1470000000000000.0,70,107
1470000000000000.0,56,100
1470000000000000.0,59,106
1470000000000000.0,71,103
1470000000000000.0,53,102
1470000000000000.0,51,103
1470000000000000.0,66,105
1470000000000000.0,48,102
1470000000000000.0,68,103
1470000000000000.0,52,102
1470000000000000.0,59,107
1470000000000000.0,52,103
1470000000000000.0,57,103
1470000000000000.0,54,105
1470000000000000.0,83,106
1470000000000000.0,50,103
1470000000000000.0,65,105
1470000000000000.0,64,105
1470000000000000.0,55,105
1470000000000000.0,46,100
1470000000000000.0,54,102
1470000000000000.0,69,99
1470000000000000.0,72,95
1470000000000000.0,66,106
1470000000000000.0,68,103
1470000000000000.0,57,105
1470000000000000.0,49,101
1470000000000000.0,58,107
1470000000000000.0,71,102
1470000000000000.0,48,101
1470000000000000.0,56,105
1470000000000000.0,51,104
1470000000000000.0,17,105
1470000000000000.0,62,108
1470000000000000.0,75,108
1470000000000000.0,47,30
1470000000000000.0,72,104
1470000000000000.0,17,105
1470000000000000.0,74,96
1470000000000000.0,63,108
1470000000000000.0,58,104
1470000000000000.0,55,103
1470000000000000.0,50,103
1470000000000000.0,73,108
1470000000000000.0,71,106
1470000000000000.0,17,104
1470000000000000.0,85,97
1470000000000000.0,51,102
1470000000000000.0,63,108
1470000000000000.0,84,103
1470000000000000.0,46,101
1470000000000000.0,50,101
1470000000000000.0,71,96
1470000000000000.0,16,103
1470000000000000.0,69,107
1470000000000000.0,69,102
1470000000000000.0,15,104
1470000000000000.0,17,105
1470000000000000.0,4,106
1470000000000000.0,48,103
1470000000000000.0,67,104
1470000000000000.0,66,107
1470000000000000.0,57,106
1470000000000000.0,51,99
1470000000000000.0,59,107
1470000000000000.0,56,103
1470000000000000.0,49,103
1470000000000000.0,59,108
1470000000000000.0,72,105
1470000000000000.0,75,108
1470000000000000.0,56,102
1470000000000000.0,70,103
1470000000000000.0,67,107
1470000000000000.0,56,103
1470000000000000.0,70,107
1470000000000000.0,4,106
1470000000000000.0,17,104
1470000000000000.0,71,106
1470000000000000.0,55,103
1470000000000000.0,73,104
1470000000000000.0,70,103
1470000000000000.0,69,107
1470000000000000.0,17,105
1470000000000000.0,68,102
1470000000000000.0,59,108
1470000000000000.0,47,99
1470000000000000.0,68,108
1470000000000000.0,57,104
1470000000000000.0,73,104
1470000000000000.0,54,105
1470000000000000.0,47,101
1470000000000000.0,50,98
1470000000000000.0,64,108
1470000000000000.0,62,104
1470000000000000.0,55,103
1470000000000000.0,46,99
1470000000000000.0,55,102
1470000000000000.0,58,105
1470000000000000.0,61,103
1470000000000000.0,72,105
1470000000000000.0,52,104
1470000000000000.0,53,104
1470000000000000.0,49,100
1470000000000000.0,60,102
1470000000000000.0,59,108
1470000000000000.0,68,109
1470000000000000.0,17,104
1470000000000000.0,70,102
1470000000000000.0,66,104
1470000000000000.0,70,106
1470000000000000.0,50,100
1470000000000000.0,52,101
1470000000000000.0,47,98
1470000000000000.0,47,101
1470000000000000.0,64,107
1470000000000000.0,50,101
1470000000000000.0,54,102
1470000000000000.0,60,102
1470000000000000.0,47,99
1470000000000000.0,50,103
1470000000000000.0,82,106
1470000000000000.0,73,97
1470000000000000.0,59,104
1470000000000000.0,69,108
1470000000000000.0,61,103
1470000000000000.0,53,101
1470000000000000.0,46,99
1470000000000000.0,52,101
1470000000000000.0,61,110
1470000000000000.0,51,101
1470000000000000.0,50,102
1470000000000000.0,85,88
1470000000000000.0,17,104
1470000000000000.0,61,103
1470000000000000.0,57,103
1470000000000000.0,73,105
1470000000000000.0,67,103
1470000000000000.0,54,102
1470000000000000.0,68,102
1470000000000000.0,70,101
1470000000000000.0,59,106
1470000000000000.0,79,105
1470000000000000.0,58,106
1470000000000000.0,69,102
1470000000000000.0,54,101
1470000000000000.0,60,105
1470000000000000.0,54,104
1470000000000000.0,65,104
1470000000000000.0,52,101
1470000000000000.0,58,103
1470000000000000.0,55,104
1470000000000000.0,72,103
1470000000000000.0,18,105
1470000000000000.0,79,95
1470000000000000.0,66,104
1470000000000000.0,70,102
1470000000000000.0,56,104
1470000000000000.0,47,98
1470000000000000.0,48,98
1470000000000000.0,52,126
1470000000000000.0,74,98
1470000000000000.0,55,101
1470000000000000.0,49,100
1470000000000000.0,52,101
1470000000000000.0,52,100
1470000000000000.0,53,101
1470000000000000.0,18,105
1470000000000000.0,71,103
1470000000000000.0,68,96
1470000000000000.0,52,103
1470000000000000.0,46,101
1470000000000000.0,19,104
1470000000000000.0,66,98
1470000000000000.0,56,104
1470000000000000.0,58,106
1470000000000000.0,48,102
1470000000000000.0,69,96
1470000000000000.0,68,107
1470000000000000.0,57,104
1470000000000000.0,52,100
1470000000000000.0,65,104
1470000000000000.0,56,62
1470000000000000.0,46,100
1470000000000000.0,53,101
1470000000000000.0,62,107
1470000000000000.0,47,98
1470000000000000.0,75,98
1470000000000000.0,63,111
1470000000000000.0,63,107
1470000000000000.0,54,104
1470000000000000.0,65,104
1470000000000000.0,53,104
1470000000000000.0,19,104
1470000000000000.0,67,107
1470000000000000.0,56,105
1470000000000000.0,56,49
1470000000000000.0,52,101
1470000000000000.0,48,99
1470000000000000.0,53,101
1470000000000000.0,57,105
1470000000000000.0,73,104
1470000000000000.0,46,98
1470000000000000.0,53,100
1470000000000000.0,49,99
1470000000000000.0,56,101
1470000000000000.0,48,101
1470000000000000.0,52,101
1470000000000000.0,51,100
1470000000000000.0,71,102
1470000000000000.0,68,101
1470000000000000.0,50,97
1470000000000000.0,56,105
1470000000000000.0,65,104
1470000000000000.0,50,100
1470000000000000.0,80,107
1470000000000000.0,62,104
1470000000000000.0,56,105
1470000000000000.0,54,100
1470000000000000.0,72,104
1470000000000000.0,71,98
1470000000000000.0,57,102
1470000000000000.0,61,105
1470000000000000.0,53,101
1470000000000000.0,68,107
1470000000000000.0,85,92
1470000000000000.0,66,108
1470000000000000.0,80,94
1470000000000000.0,72,97
1470000000000000.0,49,97
1470000000000000.0,56,103
1470000000000000.0,48,97
1470000000000000.0,81,94
1470000000000000.0,52,100
1470000000000000.0,76,90
1470000000000000.0,72,103
1470000000000000.0,68,101
1470000000000000.0,69,107
1470000000000000.0,83,105
1470000000000000.0,71,108
1470000000000000.0,78,95
1470000000000000.0,55,102
1470000000000000.0,57,105
1470000000000000.0,51,99
1470000000000000.0,56,104
1470000000000000.0,69,101
1470000000000000.0,70,101
1470000000000000.0,72,105
1470000000000000.0,66,103
1470000000000000.0,51,99
1470000000000000.0,58,105
1470000000000000.0,71,105
1470000000000000.0,77,95
1470000000000000.0,53,99
1470000000000000.0,54,103
1470000000000000.0,66,103
1470000000000000.0,74,107
1470000000000000.0,52,99
1470000000000000.0,57,103
1470000000000000.0,47,97
1470000000000000.0,48,100
1470000000000000.0,50,99
1470000000000000.0,48,98
1470000000000000.0,56,103
1470000000000000.0,75,89
1470000000000000.0,55,101
1470000000000000.0,65,103
1470000000000000.0,67,106
1470000000000000.0,51,99
1470000000000000.0,67,101
1470000000000000.0,70,107
1470000000000000.0,69,108
1470000000000000.0,82,106
1470000000000000.0,58,104
1470000000000000.0,49,99
1470000000000000.0,66,103
1470000000000000.0,76,107
1470000000000000.0,65,107
1470000000000000.0,51,99
1470000000000000.0,47,97
1470000000000000.0,77,107
1470000000000000.0,47,100
1470000000000000.0,49,98
1470000000000000.0,71,104
1470000000000000.0,78,94
1470000000000000.0,46,97
1470000000000000.0,53,100
1470000000000000.0,65,103
1470000000000000.0,62,104
1470000000000000.0,69,108
1470000000000000.0,47,97
1470000000000000.0,48,101
1470000000000000.0,71,102
1470000000000000.0,68,98
1470000000000000.0,67,96
1470000000000000.0,54,100
1470000000000000.0,56,102
1470000000000000.0,55,103
1470000000000000.0,49,99
1470000000000000.0,54,103
1470000000000000.0,72,103
1470000000000000.0,68,108
1470000000000000.0,9,101
1470000000000000.0,47,99
1470000000000000.0,57,101
1470000000000000.0,57,102
1470000000000000.0,81,106
1470000000000000.0,56,104
1470000000000000.0,70,101
1470000000000000.0,65,103
1470000000000000.0,46,99
1470000000000000.0,47,96
1470000000000000.0,52,99
1470000000000000.0,56,102
1470000000000000.0,9,101
1470000000000000.0,74,92
1470000000000000.0,47,97
1470000000000000.0,48,96
1470000000000000.0,49,100
1470000000000000.0,69,106
1470000000000000.0,57,101
1470000000000000.0,17,103
1470000000000000.0,65,104
1470000000000000.0,71,96
1470000000000000.0,57,104
1470000000000000.0,49,102
1470000000000000.0,55,104
1470000000000000.0,65,103
1470000000000000.0,54,101
1470000000000000.0,51,97
1470000000000000.0,62,106
1470000000000000.0,16,103
1470000000000000.0,47,96
1470000000000000.0,61,103
1470000000000000.0,50,96
1470000000000000.0,36,105
1470000000000000.0,45,97
1470000000000000.0,17,103
1470000000000000.0,71,113
1470000000000000.0,73,104
1470000000000000.0,57,105
1470000000000000.0,69,101
1470000000000000.0,71,104
1470000000000000.0,72,94
1470000000000000.0,49,96
1470000000000000.0,16,103
1470000000000000.0,51,98
1470000000000000.0,54,101
1470000000000000.0,52,97
1470000000000000.0,56,102
1470000000000000.0,68,102
1470000000000000.0,54,99
1470000000000000.0,56,101
1470000000000000.0,46,96
1470000000000000.0,47,96
1470000000000000.0,55,99
1470000000000000.0,49,101
1470000000000000.0,57,101
1470000000000000.0,65,109
1470000000000000.0,72,104
1470000000000000.0,51,99
1470000000000000.0,57,101
1470000000000000.0,52,98
1470000000000000.0,58,104
1470000000000000.0,12,102
1470000000000000.0,72,96
1470000000000000.0,56,104
1470000000000000.0,4,0
1470000000000000.0,13,101
1470000000000000.0,62,104
1470000000000000.0,66,102
1470000000000000.0,51,99
1470000000000000.0,68,100
1470000000000000.0,73,113
1470000000000000.0,58,105
1470000000000000.0,47,97
1470000000000000.0,53,99
1470000000000000.0,70,104
1470000000000000.0,70,105
1470000000000000.0,66,107
1470000000000000.0,67,100
1470000000000000.0,70,96
1470000000000000.0,57,103
1470000000000000.0,66,103
1470000000000000.0,72,111
1470000000000000.0,57,104
1470000000000000.0,56,100
1470000000000000.0,53,98
1470000000000000.0,55,100
1470000000000000.0,48,100
1470000000000000.0,49,95
1470000000000000.0,81,106
1470000000000000.0,46,96
1470000000000000.0,12,102
1470000000000000.0,13,101
1470000000000000.0,69,102
1470000000000000.0,71,93
1470000000000000.0,50,98
1470000000000000.0,67,108
1470000000000000.0,48,95
1470000000000000.0,8,102
1470000000000000.0,63,104
1470000000000000.0,73,106
1470000000000000.0,83,102
1470000000000000.0,67,107
1470000000000000.0,69,99
1470000000000000.0,65,102
1470000000000000.0,74,106
1470000000000000.0,46,97
1470000000000000.0,52,97
1470000000000000.0,78,113
1470000000000000.0,80,107
1470000000000000.0,57,103
1470000000000000.0,62,102
1470000000000000.0,69,105
1470000000000000.0,68,105
1470000000000000.0,71,106
1470000000000000.0,51,97
1470000000000000.0,54,99
1470000000000000.0,56,103
1470000000000000.0,69,104
1470000000000000.0,70,104
1470000000000000.0,12,102
1470000000000000.0,69,100
1470000000000000.0,51,96
1470000000000000.0,73,96
1470000000000000.0,67,109
1470000000000000.0,55,103
1470000000000000.0,47,95
1470000000000000.0,57,103
1470000000000000.0,71,103
1470000000000000.0,79,106
